"classified_image_id","roundness","tailedness","blockiness","curviness","deviation_from_usno1","graded","image_id","image_name","usdaclass_name","axial_length","max_diameter","lw_ratio","weight_oz","user_id","user_role"
201,50,50,50,6,18,True,201,"a09590092919fd008aacd049c018c291.bmp","U.S. No. 1","6.06","3.12","1.74","13.54",1,"Researcher"
6201,60,59,0,0,24,True,201,"a09590092919fd008aacd049c018c291.bmp","U.S. No. 1","6.06","3.12","1.74","13.54",13,"Student"
10201,55,53,44,41,43,True,201,"a09590092919fd008aacd049c018c291.bmp","U.S. No. 1","6.06","3.12","1.74","13.54",21,"Student"
8201,57,37,39,14,14,True,201,"a09590092919fd008aacd049c018c291.bmp","U.S. No. 1","6.06","3.12","1.74","13.54",17,"Researcher"
6202,NULL,0,57,4,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",13,"Student"
20202,75,1,50,14,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",41,"Researcher"
202,76,2,79,1,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",1,"Researcher"
2202,60,1,75,1,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",5,"Researcher"
10202,54,25,25,25,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",21,"Student"
22202,50,75,50,25,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",45,"Student"
8202,58,1,97,25,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",17,"Researcher"
24202,81,0,76,0,NULL,True,202,"3e197b0cfe1ae6ab28d9fe5b059f11d6.bmp","U.S. No. 2","7.32","4.04","1.59","21.76",49,"Researcher"
10203,36,40,40,39,26,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",21,"Student"
2203,60,50,50,1,30,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",5,"Researcher"
22203,60,50,25,25,30,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",45,"Student"
24203,71,68,0,7,21,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",49,"Researcher"
203,50,5,9,2,8,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",1,"Researcher"
20203,60,25,24,15,15,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",41,"Researcher"
8203,50,27,0,8,25,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",17,"Researcher"
6203,42,34,0,42,32,True,203,"3c3f0f0180e2e18d412c1e9711290bd9.bmp","U.S. No. 1","5.48","2.77","1.76","9.5",13,"Student"
6204,61,1,6,44,22,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",13,"Student"
10204,39,39,34,37,26,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",21,"Student"
8204,57,2,50,8,5,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",17,"Researcher"
20204,75,0,10,50,35,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",41,"Researcher"
204,50,3,50,3,4,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",1,"Researcher"
24204,79,10,0,11,18,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",49,"Researcher"
22204,65,8,15,10,18,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",45,"Student"
2204,60,0,65,1,10,True,204,"40e4814941f2930a5eabf53d3f5fd48c.bmp","U.S. No. 1","5.41","3.21","1.46","9.74",5,"Researcher"
205,16,3,5,3,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",1,"Researcher"
24205,19,7,7,0,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",49,"Researcher"
22205,50,6,0,5,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",45,"Student"
6205,41,6,0,0,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",13,"Student"
10205,11,9,9,10,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",21,"Student"
8205,43,2,1,4,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",17,"Researcher"
2205,40,5,1,0,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",5,"Researcher"
20205,50,5,0,5,NULL,True,205,"4d22a20d17ac10e14cce8c41fde8a739.bmp","U.S. No. 2","7.9","3.1","2.45","20.09",41,"Researcher"
24206,80,50,12,0,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",49,"Researcher"
206,76,5,81,2,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",1,"Researcher"
22206,65,65,50,16,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",45,"Student"
2206,75,20,50,1,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",5,"Researcher"
10206,89,40,58,38,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",21,"Student"
20206,91,15,25,10,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",41,"Researcher"
6206,71,5,0,0,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",13,"Student"
8206,85,13,22,17,NULL,True,206,"8fc23bcf8191a2b77069803c3b4f6f8d.bmp","U.S. No. 2","6.37","4.34","1.35","26.83",17,"Researcher"
10207,34,66,34,36,40,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",21,"Student"
22207,50,76,36,10,58,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",45,"Student"
8207,57,75,1,64,91,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",17,"Researcher"
6207,56,61,29,40,60,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",13,"Student"
2207,50,50,50,1,40,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",5,"Researcher"
20207,75,63,50,10,29,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",41,"Researcher"
207,74,73,73,3,5,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",1,"Researcher"
24207,76,66,15,0,50,True,207,"950e5d8d8ac5824603ef0154da6ee486.bmp","U.S. No. 1","5.54","2.95","1.64","9.76",49,"Researcher"
24208,43,50,23,16,19,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",49,"Researcher"
208,50,50,9,5,8,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",1,"Researcher"
6208,45,13,3,10,28,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",13,"Student"
22208,50,25,0,10,15,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",45,"Student"
8208,45,3,3,3,5,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",17,"Researcher"
2208,40,30,15,2,25,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",5,"Researcher"
10208,13,26,25,25,15,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",21,"Student"
20208,50,25,0,5,5,True,208,"b5b450b10fb70ad9e41ba6431ee4135d.bmp","U.S. No. 1","8.25","2.99","2.48","19.02",41,"Researcher"
24209,77,78,13,6,68,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",49,"Researcher"
10209,81,70,42,40,41,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",21,"Student"
2209,60,15,50,1,10,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",5,"Researcher"
20209,85,25,50,10,41,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",41,"Researcher"
6209,64,4,10,10,17,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",13,"Student"
8209,94,70,72,19,40,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",17,"Researcher"
209,75,75,50,5,5,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",1,"Researcher"
22209,62,90,50,14,56,True,209,"a3958581d41e550389bfe0c5b7b303f0.bmp","U.S. No. 1","5.02","2.48","1.64","6.16",45,"Student"
6210,41,90,0,36,76,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",13,"Student"
20210,62,63,5,30,24,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",41,"Researcher"
8210,37,98,29,50,89,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",17,"Researcher"
22210,58,90,0,38,70,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",45,"Student"
10210,40,67,60,56,57,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",21,"Student"
210,50,87,12,10,50,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",1,"Researcher"
24210,81,76,12,50,70,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",49,"Researcher"
2210,35,85,50,35,60,True,210,"2e36321dc9d01711b6e8746a57823f55.bmp","U.S. No. 1","5.05","2.0","2.27","3.99",5,"Researcher"
211,61,64,11,25,50,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",1,"Researcher"
20211,75,25,11,64,40,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",41,"Researcher"
8211,73,33,28,29,29,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",17,"Researcher"
22211,62,50,15,50,34,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",45,"Student"
2211,65,20,0,35,30,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",5,"Researcher"
10211,58,60,38,58,56,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",21,"Student"
6211,58,47,0,72,63,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",13,"Student"
24211,76,73,7,68,50,True,211,"330abc0e3599dc9ea22d48ccd383290b.bmp","U.S. No. 1","3.78","2.17","1.59","4.09",49,"Researcher"
10212,31,47,40,42,41,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",21,"Student"
212,66,78,25,25,50,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",1,"Researcher"
8212,42,62,28,18,50,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",17,"Researcher"
24212,75,71,4,0,25,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",49,"Researcher"
2212,40,50,45,1,49,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",5,"Researcher"
6212,52,53,0,0,43,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",13,"Student"
22212,55,60,0,25,25,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",45,"Student"
20212,50,34,0,5,15,True,212,"0a5c5cb278d6affd70d15393e5be13b9.bmp","U.S. No. 1","6.89","2.91","2.21","13.67",41,"Researcher"
24213,96,16,NULL,NULL,80,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",49,"Researcher"
6213,96,0,0,0,31,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",13,"Student"
20213,93,NULL,0,NULL,88,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",41,"Researcher"
8213,91,2,2,8,82,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",17,"Researcher"
213,91,5,22,9,9,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",1,"Researcher"
2213,98,1,1,1,45,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",5,"Researcher"
10213,84,43,63,40,43,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",21,"Student"
22213,90,58,50,5,58,True,213,"f2156b534c9b31c543142c9032dec29a.bmp","U.S. No. 1","3.28","2.88","1.01","5.15",45,"Student"
6214,89,0,0,0,46,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",13,"Student"
10214,83,41,41,41,43,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",21,"Student"
22214,86,12,50,75,75,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",45,"Student"
24214,95,8,NULL,NULL,78,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",49,"Researcher"
214,92,4,14,4,87,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",1,"Researcher"
20214,84,5,36,50,89,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",41,"Researcher"
8214,90,6,57,6,79,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",17,"Researcher"
2214,90,1,50,1,40,True,214,"908c48d21bf3c24dd01e1c774add28d2.bmp","U.S. No. 1","3.67","3.14","1.05","7.69",5,"Researcher"
24215,70,8,8,NULL,76,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",49,"Researcher"
2215,65,1,60,2,10,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",5,"Researcher"
6215,61,0,9,10,12,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",13,"Student"
22215,65,5,50,8,15,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",45,"Student"
215,73,4,81,5,30,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",1,"Researcher"
20215,75,6,42,5,25,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",41,"Researcher"
10215,57,41,41,40,44,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",21,"Student"
8215,56,2,88,15,6,True,215,"0a21fdd02d4a8dad993e0b4ce4d52f34.bmp","U.S. No. 1","6.03","3.29","1.54","14.72",17,"Researcher"
216,50,6,94,12,63,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",1,"Researcher"
20216,75,20,50,10,50,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",41,"Researcher"
24216,87,57,73,NULL,68,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",49,"Researcher"
10216,59,42,39,40,36,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",21,"Student"
22216,74,50,60,56,68,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",45,"Student"
6216,64,4,3,16,32,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",13,"Student"
8216,58,13,96,50,27,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",17,"Researcher"
2216,60,5,60,1,10,True,216,"f5c002b067cfe2de2e2863ecfc7b9efb.bmp","U.S. No. 1","4.98","2.9","1.47","8.58",5,"Researcher"
20217,94,NULL,11,NULL,91,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",41,"Researcher"
10217,82,24,62,25,43,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",21,"Student"
217,83,3,74,7,6,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",1,"Researcher"
6217,87,0,0,0,28,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",13,"Student"
2217,85,2,35,1,45,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",5,"Researcher"
22217,86,2,42,4,64,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",45,"Student"
24217,78,10,18,NULL,76,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",49,"Researcher"
8217,95,0,23,10,90,True,217,"e69f46f6f038e8d5d8027e5edf91d47f.bmp","U.S. No. 1","3.24","2.73","1.05","6.14",17,"Researcher"
6218,57,44,0,20,65,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",13,"Student"
2218,50,60,60,15,55,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",5,"Researcher"
10218,40,57,39,39,44,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",21,"Student"
20218,75,25,25,50,50,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",41,"Researcher"
24218,66,62,63,74,75,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",49,"Researcher"
22218,64,75,12,68,75,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",45,"Student"
218,50,74,71,23,50,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",1,"Researcher"
8218,65,76,21,20,36,True,218,"7c9e03b265a99c9601f837a8b756d937.bmp","U.S. No. 1","4.6","2.5","1.65","6.45",17,"Researcher"
2219,50,45,70,0,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",5,"Researcher"
10219,24,25,24,24,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",21,"Student"
8219,41,39,70,50,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",17,"Researcher"
219,73,24,8,3,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",1,"Researcher"
24219,66,59,75,11,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",49,"Researcher"
20219,59,30,15,10,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",41,"Researcher"
6219,58,11,12,12,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",13,"Student"
22219,62,36,18,25,NULL,True,219,"1bc92ca27862adb063b1bb09cc54c4ba.bmp","U.S. No. 2","6.83","3.53","1.8","21.29",45,"Student"
24220,62,28,75,10,50,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",49,"Researcher"
8220,38,1,3,18,91,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",17,"Researcher"
10220,12,17,15,36,27,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",21,"Student"
2220,20,5,1,5,50,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",5,"Researcher"
20220,37,13,20,10,63,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",41,"Researcher"
22220,50,75,4,14,42,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",45,"Student"
220,10,6,6,5,50,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",1,"Researcher"
6220,22,4,17,4,70,True,220,"665abea5bd50733bc4cd354e0859d667.bmp","U.S. No. 1","5.92","1.96","2.82","6.41",13,"Student"
2221,15,40,15,50,40,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",5,"Researcher"
22221,62,66,0,15,44,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",45,"Student"
221,9,50,16,11,11,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",1,"Researcher"
10221,31,36,32,44,44,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",21,"Student"
8221,23,41,1,57,70,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",17,"Researcher"
20221,39,25,10,50,50,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",41,"Researcher"
6221,36,17,7,57,63,True,221,"81b4feb243e5ffa755b832c68b6698b3.bmp","U.S. No. 1","6.45","2.02","2.8","6.78",13,"Student"
8222,25,5,1,14,66,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",17,"Researcher"
6222,42,0,0,16,23,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",13,"Student"
20222,50,13,13,34,24,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",41,"Researcher"
22222,50,50,0,25,25,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",45,"Student"
222,24,8,6,25,23,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",1,"Researcher"
2222,50,25,15,35,35,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",5,"Researcher"
10222,44,43,42,39,36,True,222,"949631e32191ef029f50569197b85c9a.bmp","U.S. No. 1","6.17","2.1","2.17","4.56",21,"Student"
6223,57,14,0,17,39,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",13,"Student"
223,50,50,6,8,21,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",1,"Researcher"
2223,60,35,0,5,5,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",5,"Researcher"
8223,41,17,1,1,3,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",17,"Researcher"
22223,58,55,0,18,45,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",45,"Student"
10223,45,56,43,42,37,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",21,"Student"
20223,43,50,0,10,15,True,223,"e2136231e1a571e9ac4d3f3db47ae466.bmp","U.S. No. 1","6.14","2.24","2.06","5.21",41,"Researcher"
